UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C013,F1C013,XF1C016,F1C016,XF1C014,F1C014,XF1C017,F1C017,XF1C015,F1C015,XF1C021,F1C021,XF1C022,F1C022,XF1C023,F1C023,XF1C026,F1C026,XF1C024,F1C024,XF1C027,F1C027,XF1C025,F1C025,XF1C031,F1C031,XF1C032,F1C032,XF1C033,F1C033,XF1C036,F1C036,XF1C034,F1C034,XF1C037,F1C037,XF1C035,F1C035,XF1C051,F1C051,XF1C052,F1C052,XF1C053,F1C053,XF1C056,F1C056,XF1C054,F1C054,XF1C057,F1C057,XF1C055,F1C055,XF1C061,F1C061,XF1C062,F1C062,XF1C063,F1C063,XF1C066,F1C066,XF1C064,F1C064,XF1C067,F1C067,XF1C065,F1C065,XF1C071,F1C071,XF1C072,F1C072,XF1C073,F1C073,XF1C076,F1C076,XF1C074,F1C074,XF1C077,F1C077,XF1C075,F1C075,XF1C081,F1C081,XF1C082,F1C082,XF1C083,F1C083,XF1C086,F1C086,XF1C084,F1C084,XF1C087,F1C087,XF1C085,F1C085,XF1C101,F1C101,XF1C105,F1C105,XF1C111,F1C111,XF1C112,F1C112,XF1C113,F1C113,XF1C116,F1C116,XF1C114,F1C114,XF1C117,F1C117,XF1C115,F1C115,XF1C121,F1C121,XF1C122,F1C122,XF1C123,F1C123,XF1C126,F1C126,XF1C124,F1C124,XF1C127,F1C127,XF1C125,F1C125,XF1C131,F1C131,XF1C132,F1C132,XF1C133,F1C133,XF1C136,F1C136,XF1C134,F1C134,XF1C137,F1C137,XF1C135,F1C135,XF1C141,F1C141,XF1C142,F1C142,XF1C143,F1C143,XF1C146,F1C146,XF1C144,F1C144,XF1C147,F1C147,XF1C145,F1C145,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C196,F1C196,XF1C194,F1C194,XF1C197,F1C197,XF1C195,F1C195,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,F1FHA,XF1H01,F1H01,XF1H02,F1H02   
102429,"R",22668440,"R",54768898,"R",283758,"R",55052656,"R",77721096,"R",1241542,"R",4028777,"R",5270319,"R",14020000,"R",1642332,"R",15662332,"R",20932651,"R",39777319,"R",324604,"R",1281,"R",16685241,"R",56788445,"R",1254000,"R",3728117,"R",76334726,"R",12500195,"R",1751400,"R",95568438,"R",40799539,"R",0,"R",0,"R",5699962,"R",8906208,"R",1481049,"R",110150,"R",110150,"R",0,"R",1377511,"A",,"R",57921,"A",,"R",719443,"R",18352244,"R",0,"R",16726547,"R",0,"R",9881354,"R",0,"R",0,"R",0,"R",97373,"R",3624,"R",26708898,"R",45061142,"R",64511,"R",0,"R",0,"R",0,"R",64511,"R",45125653,"R",18486089,"R",10340374,"R",2940907,"R",2743084,"R",609390,"Z",0,"R",1852334,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5905084,"R",3251631,"R",1203667,"R",906104,"Z",0,"Z",0,"R",543682,"R",2467678,"R",1261348,"R",444553,"R",352483,"R",170542,"Z",0,"R",238752,"R",4785099,"R",2375700,"R",929082,"R",734248,"Z",0,"Z",0,"R",746069,"R",5074092,"R",1794182,"R",746452,"R",778592,"Z",0,"Z",0,"R",1754866,"R",0,"R",775667,"R",384576,"R",-5972518,"R",1632460,"R",636945,"R",2542870,"R",2886625,"R",2886625,"R",2984837,"R",220684,"R",76662,"R",458007,"Z",0,"Z",0,"R",2229484,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",70345,"R",0,"R",0,"R",0,"R",0,"R",0,"R",70345,"R",42659849,"R",20019586,"R",6725899,"R",0,"R",2412392,"R",636945,"R",12865027,"R",45125653,"R",42659849,"R",2465804,"R",54322641,"R",0,"R",56788445,"R",9881354,"R",771271,"R",213797,"R",84979,"Z",0,"R",1340229,"R",12291630,"R",8171006,"R",1233999,"R",9405005,"R",2886625,1 ,"R",141242,"R",142766
102553,"R",46105156,"R",274860541,"R",93048745,"R",367909286,"R",414014442,"R",2476699,"R",13890916,"R",16367615,"R",44633842,"R",1253119,"R",45886961,"R",62254576,"R",330581512,"R",361903,"R",725572,"R",20090879,"R",351759866,"R",30477304,"R",15367906,"R",476271996,"R",57565872,"R",44551517,"R",624234595,"R",262964989,"R",0,"R",6571516,"R",64791836,"R",20656332,"R",5192882,"R",8284475,"R",1202326,"R",7082149,"R",21843859,"Z",0,"R",1678011,"Z",0,"R",5845542,"R",128292937,"Z",0,"R",124649570,"Z",0,"R",15397947,"Z",0,"Z",0,"Z",0,"R",23110,"R",7865375,"R",147936002,"R",276228939,"R",33970232,"R",769264,"Z",0,"R",0,"R",34739496,"R",310968435,"R",118568167,"R",63266948,"R",20789300,"R",9281629,"R",8857442,"R",322785,"R",16050063,"R",17599488,"R",8269400,"R",2814894,"R",1377705,"R",1314741,"R",47912,"R",3774836,"R",15054432,"R",5698672,"R",2594051,"R",1178475,"R",1124617,"R",40984,"R",4417633,"R",27716042,"R",12439810,"R",5262933,"R",2169638,"R",2070482,"R",75453,"R",5697726,"R",33180749,"R",13540847,"R",6371920,"R",2597421,"R",2478714,"R",90330,"R",8101517,"R",23886091,"R",12731560,"R",6129676,"R",1869826,"R",1784372,"R",65027,"R",1305630,"R",0,"R",5331875,"R",3210111,"R",-20236134,"Z",0,"Z",0,"R",11694148,"R",15256880,"R",15256880,"R",23406409,"R",3699339,"R",1597153,"R",1761440,"R",1680939,"R",966152,"R",13701386,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",36759,"R",0,"R",0,"R",0,"R",0,"R",0,"R",36759,"R",274705017,"R",124978451,"R",48770038,"R",0,"R",19311307,"R",1608643,"R",80036578,"R",310968435,"R",274705017,"R",36263418,"R",315496448,"R",0,"R",351759866,"R",15076794,"R",1658910,"R",353720,"R",120812,"R",104228,"R",6798233,"R",24112697,"R",8111957,"R",743860,"R",8855817,"R",15256880,1 ,"R",35386642,"R",43084132
102614,"R",71527152,"R",355562349,"R",131959534,"R",487521883,"R",559049035,"R",3856761,"R",30255835,"R",34112596,"R",50166505,"R",6386781,"R",56553286,"R",90665882,"R",427465462,"R",2707506,"R",626783,"R",37583402,"R",468383153,"R",1644065,"R",41065183,"R",630712089,"R",154910087,"R",93942166,"R",922273590,"R",450384764,"R",70000,"R",13834285,"R",38328530,"R",84111168,"R",7637737,"R",34711805,"R",2549232,"R",32162573,"R",14935485,"Z",0,"R",1929488,"Z",0,"R",14505970,"R",196160183,"Z",0,"R",160674855,"Z",0,"R",7455087,"Z",0,"Z",0,"Z",0,"R",-34867,"R",38850847,"R",206945922,"R",403106105,"R",34845256,"R",38898550,"Z",0,"R",0,"R",73743806,"R",476849911,"R",102390057,"R",52056348,"R",16938825,"R",9126206,"R",8191638,"R",599175,"R",15477865,"R",151320358,"R",60880210,"R",21939043,"R",13487451,"R",12106269,"R",885509,"R",42021876,"R",25630125,"R",11656991,"R",3610644,"R",2284458,"R",2050518,"R",149985,"R",5877529,"R",37797877,"R",16678255,"R",7485619,"R",3368991,"R",3023990,"R",221189,"R",7019833,"R",24299028,"R",9925309,"R",4478649,"R",2165815,"R",1944025,"R",142195,"R",5643035,"R",28619550,"R",13672445,"R",6789114,"R",2550911,"R",2289685,"R",167478,"R",3149917,"R",0,"R",11009815,"R",6771371,"R",-34606813,"Z",0,"Z",0,"R",16825627,"R",10270455,"R",10270455,"R",18127975,"R",2344150,"R",978798,"R",1622981,"R",1456779,"R",25750,"R",11699517,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7150887,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7150887,"R",405606312,"R",178223523,"R",68992063,"R",0,"R",31062904,"R",2191281,"R",125136541,"R",476849911,"R",405606312,"R",71243599,"R",397139554,"R",0,"R",468383153,"R",7164984,"R",3035680,"R",25250,"Z",0,"R",532563,"R",5481140,"R",16239617,"R",4840752,"R",1128410,"R",5969162,"R",10270455,1 ,"R",60008148,"R",71561096
102632,"R",9459696,"R",48873890,"R",16824819,"R",65698709,"R",75158405,"R",504000,"R",1771989,"R",2275989,"R",11234000,"R",232495,"R",11466495,"R",13742484,"R",53947985,"R",498660,"Z",0,"R",6969276,"R",61415921,"R",5065793,"R",6108258,"R",97602822,"R",9128069,"R",7499301,"R",125404243,"R",63084685,"R",0,"R",3374151,"R",11073849,"R",2626756,"R",298051,"R",617607,"R",40378,"R",577229,"R",2365467,"Z",0,"R",111433,"Z",0,"R",1080308,"R",18173471,"Z",0,"R",28236941,"Z",0,"R",1838556,"Z",0,"Z",0,"Z",0,"R",4871,"R",1457068,"R",31537436,"R",49710907,"R",3774495,"R",452576,"Z",0,"R",0,"R",4227071,"R",53937978,"R",22350307,"R",11587809,"R",3978246,"R",2464278,"R",1842776,"R",239496,"R",2237702,"R",944363,"R",423117,"R",125155,"R",104123,"R",77862,"R",10119,"R",203987,"R",427051,"R",198989,"R",86393,"R",47085,"R",35210,"R",4576,"R",54798,"R",7595198,"R",2927029,"R",1262730,"R",837424,"R",626222,"R",81386,"R",1860407,"R",4422496,"R",2019813,"R",914023,"R",487611,"R",364633,"R",47389,"R",589027,"R",8761989,"R",3488909,"R",1653295,"R",966071,"R",722423,"R",93889,"R",1837402,"R",0,"R",1517734,"R",907775,"R",-5415164,"Z",0,"Z",0,"R",2989655,"R",1597407,"R",1597407,"R",4618200,"R",770695,"R",334463,"R",508572,"R",380308,"R",55018,"R",2569144,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",88213,"R",0,"R",0,"R",0,"R",0,"R",0,"R",88213,"R",50805224,"R",22934095,"R",9262080,"R",0,"R",4049434,"R",531873,"R",14027742,"R",53937978,"R",50805224,"R",3132754,"R",58283167,"R",0,"R",61415921,"R",1821605,"R",472837,"Z",0,"R",3600,"R",9030,"R",775791,"R",3082863,"R",1365970,"R",119486,"R",1485456,"R",1597407,1 ,"R",3037542,"R",3646692
102711,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1276616,"R",575,"R",3403702,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",1251834,"A",,"R",0,"R",5932727,"Z",0,"R",5186400,"Z",0,"R",430538,"Z",0,"Z",0,"R",0,"Z",0,"R",0,"R",5616938,"R",11549665,"A",,"A",,"A",,"A",,"R",2000000,"R",13549665,"R",5900773,"R",3222379,"R",1478528,"R",859407,"Z",0,"Z",0,"R",340459,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",184664,"R",84865,"R",37687,"Z",0,"Z",0,"Z",0,"R",62112,"R",125211,"R",67726,"R",36116,"Z",0,"Z",0,"Z",0,"R",21369,"R",1153092,"R",197708,"R",80219,"R",803996,"Z",0,"Z",0,"R",71169,"R",1335969,"R",693041,"R",358878,"R",86681,"Z",0,"Z",0,"R",197369,"R",0,"R",577267,"R",328023,"R",-1750084,"Z",0,"Z",0,"R",844794,"R",430538,"R",430538,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2489793,"R",527573,"R",294563,"R",0,"R",0,"R",0,"R",1667657,"R",11620040,"R",5370559,"R",2614014,"R",0,"R",0,"R",0,"R",3635467,"A",,"A",,"A",,"A",,"A",,"A",,"R",430538,"Z",0,"R",0,"Z",0,"Z",0,"R",336226,"R",766764,"R",336226,"R",0,"R",336226,"R",430538,-2 ,"A",,"A",
103361,"R",954628,"R",17437924,"R",0,"R",17437924,"R",18392552,"Z",0,"R",291153,"R",291153,"Z",0,"R",45341,"R",45341,"R",336494,"R",17437924,"R",1198,"Z",0,"R",616936,"R",18056058,"R",530000,"R",173792,"R",18240560,"R",3250933,"R",574915,"R",22770200,"R",5405940,"Z",0,"Z",0,"R",949985,"R",519671,"R",347046,"R",870577,"R",710000,"R",160577,"R",120165,"A",,"R",7642,"A",,"R",143616,"R",2958702,"Z",0,"R",3400425,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",3400425,"R",6359127,"R",995414,"R",3222803,"Z",0,"R",0,"R",4218217,"R",10577344,"R",3269230,"R",1658308,"R",579442,"R",453719,"R",393439,"Z",0,"R",184322,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",290325,"R",71768,"R",31635,"R",40293,"R",34939,"Z",0,"R",111690,"R",946517,"R",432072,"R",196559,"R",131362,"R",113910,"Z",0,"R",72614,"R",796246,"R",302026,"R",136408,"R",110507,"R",95825,"Z",0,"R",151480,"R",1135083,"R",460124,"R",230258,"R",157532,"R",136603,"Z",0,"R",150566,"R",0,"R",198369,"R",101682,"R",-940643,"Z",0,"Z",0,"R",640592,"R",58742,"R",58742,"R",340313,"R",26771,"R",18171,"R",47230,"R",40955,"Z",0,"R",207186,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",150328,"R",0,"R",0,"R",0,"R",0,"R",0,"R",150328,"R",6986784,"R",3149438,"R",1294155,"R",0,"R",815671,"R",0,"R",1727520,"R",10577344,"R",6986784,"R",3590560,"R",14465498,"R",0,"R",18056058,"Z",0,"R",71687,"Z",0,"Z",0,"Z",0,"R",381,"R",72068,"R",0,"R",13326,"R",13326,"R",58742,1 ,"R",51443,"R",57883
103529,"R",93531158,"R",15386433,"R",237524764,"R",252911197,"R",346442355,"R",120000,"R",116637561,"R",116757561,"R",1545000,"R",5133092,"R",6678092,"R",123435653,"R",16131659,"R",24006876,"R",127964315,"R",54903852,"R",223006702,"R",263418,"R",236570,"R",30825207,"R",9502481,"R",352748,"R",41180424,"R",25290646,"R",0,"R",241882,"R",959777,"R",771885,"R",1939034,"R",5629103,"Z",0,"R",5629103,"Z",0,"A",,"R",488802,"A",,"R",1120588,"R",10909189,"Z",0,"R",29682429,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",22809873,"R",2970016,"R",55462318,"R",66371507,"R",280256,"Z",0,"Z",0,"R",0,"R",280256,"R",66651763,"R",6317433,"R",1496280,"R",710334,"R",206963,"R",254022,"R",9021,"R",3640813,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3388322,"R",518643,"R",269874,"R",111003,"R",136243,"R",4838,"R",2347721,"R",127114,"R",69391,"R",25764,"R",4164,"R",5111,"R",182,"R",22502,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",38192636,"R",18882283,"R",5960616,"R",1251211,"R",1535714,"R",54536,"R",10508276,"R",0,"R",30805,"R",17040,"R",-1573341,"Z",0,"Z",0,"R",1525496,"R",96997,"R",96997,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",48122502,"R",20997402,"R",6983628,"R",0,"R",1931090,"R",68577,"R",18141805,"R",66651763,"R",48122502,"R",18529261,"R",204477441,"R",0,"R",223006702,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1 ,"R",182633952,"R",200035513
104151,"R",442181000,"R",1416113000,"R",578575000,"R",1994688000,"R",2436869000,"R",42721000,"R",123885000,"R",166606000,"R",1097702000,"R",42121000,"R",1139823000,"R",1306429000,"R",634253000,"R",87244000,"R",49513000,"R",359430000,"R",1130440000,"R",97148000,"R",116310000,"R",1783204000,"R",638762000,"R",92026000,"R",2727450000,"R",1103506000,"R",0,"R",0,"R",639324000,"R",186033000,"R",3582000,"R",27397000,"R",288000,"R",27109000,"R",136540000,"R",0,"R",43514000,"R",0,"R",9093000,"R",1045483000,"R",0,"R",380914000,"R",0,"R",136729000,"R",24573000,"R",15099000,"R",50584000,"R",17130000,"R",10146000,"R",635175000,"R",1680658000,"R",14472000,"R",5928000,"R",99000,"R",3884000,"R",24383000,"R",1705041000,"R",614469000,"R",335614000,"R",109745000,"R",44443000,"R",47124000,"R",23030000,"R",54513000,"R",239311000,"R",102941000,"R",33662000,"R",13639000,"R",14454000,"R",7064000,"R",67551000,"R",50710000,"R",18553000,"R",6067000,"R",2460000,"R",2605000,"R",1273000,"R",19752000,"R",219962000,"R",97680000,"R",31941000,"R",12938000,"R",13715000,"R",6703000,"R",56985000,"R",62651000,"R",28521000,"R",9327000,"R",3783000,"R",4005000,"R",1957000,"R",15058000,"R",142868000,"R",51990000,"R",17001000,"R",6890000,"R",7300000,"R",3568000,"R",56119000,"R",0,"R",21945000,"R",7176000,"R",-88797000,"R",3081000,"R",1506000,"R",55089000,"R",120428000,"R",120428000,"R",154017000,"R",35029000,"R",11454000,"R",4644000,"R",4918000,"R",2404000,"R",95568000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6980000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6980000,"R",1611396000,"R",692273000,"R",226373000,"R",0,"R",97202000,"R",47505000,"R",548043000,"R",1705041000,"R",1611396000,"R",93645000,"R",1036795000,"R",0,"R",1130440000,"R",92471000,"R",13105000,"R",6626000,"R",25000,"R",11156000,"R",177691000,"R",301074000,"R",172131000,"R",8515000,"R",180646000,"R",120428000,1 ,"R",441258000,"R",514724000
104160,"R",49354056,"R",91255442,"R",649785,"R",91905227,"R",141259283,"R",20727,"R",14925488,"R",14946215,"R",67210387,"R",1204918,"R",68415305,"R",83361520,"R",24024329,"R",7427408,"R",175676,"R",26270350,"R",57897763,"R",543607,"R",20928743,"R",103065425,"R",15892218,"R",141726,"R",140571719,"R",49316277,"R",0,"R",0,"R",3985552,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2479498,"A",,"R",0,"A",,"R",766742,"R",7231792,"R",0,"R",8375503,"R",27654813,"R",24101354,"R",614296,"R",0,"R",0,"R",190033,"R",557654,"R",61493653,"R",68725445,"R",0,"R",6225,"R",0,"R",0,"R",6225,"R",68731670,"R",25420667,"R",14538867,"R",3231809,"R",2354913,"R",2194084,"R",1489729,"R",1611265,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",914442,"R",501063,"R",159854,"R",12947,"R",12063,"R",8191,"R",220324,"R",4960670,"R",2051555,"R",497186,"R",638401,"R",594801,"R",403856,"R",774871,"R",6273043,"R",3452406,"R",964253,"R",351569,"R",327558,"R",222404,"R",954853,"R",9008891,"R",3500053,"R",1226993,"R",936687,"R",872716,"R",592553,"R",1879889,"R",0,"R",1564794,"R",461631,"R",-4979727,"R",0,"R",0,"R",2953302,"R",13254099,"R",13254099,"R",6036040,"R",584350,"R",150725,"R",685210,"R",638414,"R",433468,"R",3543873,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",65867852,"R",26193088,"R",6692451,"R",0,"R",4639636,"R",3150201,"R",25192476,"R",68731670,"R",65867852,"R",2863818,"R",55033945,"R",0,"R",57897763,"R",19774374,"R",659775,"R",71167,"R",0,"R",9855,"R",1469074,"R",21984245,"R",8163229,"R",566917,"R",8730146,"R",13254099,1 ,"R",1329420,"R",1291380
104179,"R",295369000,"R",1276959000,"R",881939000,"R",2158898000,"R",2454267000,"R",41444000,"R",190364000,"R",231808000,"R",1105449000,"R",47923000,"R",1153372000,"R",1385180000,"R",522909000,"R",137768000,"R",115307000,"R",293103000,"R",1069087000,"R",76442000,"R",188376000,"R",1776890000,"R",669310000,"R",144185000,"R",2855203000,"R",1385102000,"R",27483000,"R",0,"R",379199000,"R",347157000,"R",23516000,"R",84295000,"R",19756000,"R",64539000,"R",171372000,"R",0,"R",36731000,"R",0,"R",10674000,"R",1052944000,"R",0,"R",349110000,"R",1141000,"R",86633000,"R",2311000,"R",1195000,"R",87355000,"R",28686000,"R",17600000,"R",574031000,"R",1626975000,"R",14253000,"R",7279000,"R",2726000,"R",0,"R",24258000,"R",1651233000,"R",411528000,"R",251786000,"R",82547000,"R",16242000,"R",19420000,"R",6132000,"R",35401000,"R",450845000,"R",192047000,"R",59715000,"R",15816000,"R",18914000,"R",10844000,"R",153509000,"R",81132000,"R",38033000,"R",12750000,"R",3151000,"R",3772000,"R",0,"R",23426000,"R",151936000,"R",67366000,"R",20621000,"R",12790000,"R",15292000,"R",0,"R",35867000,"R",35685000,"R",19756000,"R",6369000,"R",1500000,"R",1789000,"R",0,"R",6271000,"R",105831000,"R",40505000,"R",21463000,"R",3595000,"R",4300000,"R",7411000,"R",28557000,"R",0,"R",23572000,"R",10028000,"R",-88757000,"R",1638000,"R",0,"R",53519000,"R",55510000,"R",55510000,"R",263282000,"R",75713000,"R",23981000,"R",35663000,"R",42645000,"R",26060000,"R",59220000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1555749000,"R",708778000,"R",237474000,"R",0,"R",107770000,"R",50447000,"R",451280000,"R",1651233000,"R",1555749000,"R",95484000,"R",973603000,"R",0,"R",1069087000,"R",42421000,"R",3837000,"R",4722000,"R",0,"R",29933000,"R",139283000,"R",220196000,"R",158237000,"R",6449000,"R",164686000,"R",55510000,1 ,"R",480239000,"R",552351000
104346,"R",73913480,"R",36586274,"R",46355853,"R",82942127,"R",156855607,"R",1835746,"R",6887112,"R",8722858,"R",55049813,"R",768639,"R",55818452,"R",64541310,"R",22107043,"R",2565183,"Z",0,"R",67642071,"R",92314297,"R",17326623,"R",7867171,"R",50430071,"R",19531172,"R",12497822,"R",107652859,"R",41242140,"R",0,"Z",0,"R",5546834,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",259952,"A",,"Z",0,"A",,"R",612877,"R",6419663,"R",0,"R",4935100,"R",41515641,"R",17681184,"R",603286,"Z",0,"R",734550,"R",681310,"R",0,"R",66151071,"R",72570734,"R",0,"R",0,"R",0,"R",0,"R",0,"R",72570734,"R",25858723,"R",14807638,"R",3974298,"R",2329231,"R",1584522,"R",1361540,"R",1801494,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",309092,"R",161644,"R",50052,"R",27842,"R",18940,"R",16275,"R",34339,"R",4225965,"R",2287483,"R",699894,"R",380655,"R",258951,"R",222510,"R",376472,"R",5303642,"R",2547129,"R",888348,"R",477727,"R",324986,"R",279253,"R",786199,"R",13785910,"R",5149183,"R",1833983,"R",1241769,"R",844747,"R",725870,"R",3990358,"R",0,"R",1214435,"R",697819,"R",-4569432,"Z",0,"Z",0,"R",2657178,"R",10267328,"R",10267328,"R",1237565,"R",386166,"R",132480,"R",111474,"R",75833,"R",65161,"R",466451,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8150,"R",0,"R",0,"R",734,"R",499,"R",428,"R",6489,"R",60996375,"R",26553678,"R",8276874,"R",0,"R",3108478,"R",2671037,"R",20386308,"R",72570734,"R",60996375,"R",11574359,"R",80739938,"R",0,"R",92314297,"R",13465284,"R",199498,"R",19727,"R",5655,"R",557579,"R",2487531,"R",16735274,"R",6467946,"R",0,"R",6467946,"R",10267328,1 ,"R",3342576,"R",3757313
104425,"R",22131817,"R",57453840,"R",2737057,"R",60190897,"R",82322714,"R",936772,"R",3261462,"R",4198234,"R",23976487,"R",1167557,"R",25144044,"R",29342278,"R",34051711,"R",2603068,"R",0,"R",16325657,"R",52980436,"R",711384,"R",7678693,"R",60832445,"R",12892139,"R",0,"R",82114661,"R",23883437,"R",0,"R",0,"R",5697196,"R",0,"R",332607,"R",95013,"R",2037,"R",92976,"R",746676,"A",,"R",0,"A",,"R",784654,"R",7656146,"R",0,"R",15330500,"R",16558225,"R",9475215,"R",334259,"R",25938,"R",0,"R",91903,"R",866460,"R",42682500,"R",50338646,"R",0,"R",0,"R",0,"R",0,"R",0,"R",50338646,"R",22650040,"R",13415906,"R",3559578,"R",1141058,"R",1545813,"R",690560,"R",2297125,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",952645,"R",542272,"R",178614,"R",46122,"R",62482,"R",27912,"R",95243,"R",1673783,"R",807424,"R",232682,"R",68674,"R",93033,"R",41561,"R",430409,"R",6113434,"R",3111086,"R",1013920,"R",264606,"R",358467,"R",160138,"R",1205217,"R",8341394,"R",3715564,"R",1414337,"R",316019,"R",428116,"R",191251,"R",2276107,"R",0,"R",0,"R",0,"R",-1853080,"R",0,"R",0,"R",1853080,"R",5245819,"R",5245819,"R",1194819,"R",195182,"R",35437,"R",16601,"R",22489,"R",10047,"R",915063,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",46171934,"R",21787434,"R",6434568,"R",0,"R",2510400,"R",1121469,"R",14318063,"R",50338646,"R",46171934,"R",4166712,"R",48813724,"R",0,"R",52980436,"R",7691354,"R",223490,"R",54150,"R",22938,"R",0,"R",513738,"R",8505670,"R",3259851,"R",0,"R",3259851,"R",5245819,1 ,"R",4934354,"R",4820203
